Ano_0,Ano_1
1689.9465,1689.9465
1614.0225,1614.0225
1523.3351,1523.3351
1408.8754,1408.8754
1263.9636,1263.9636
1158.0095,1158.0095
1090.0131,1090.0131
1063.82,1063.82
1072.0964,1072.0964
1100.6604,1100.6604
1171.8811,1171.8811
1253.7631,1253.7631
1302.2378,1302.2378
1355.8494,1355.8494
1416.363,1416.363
1459.8353,1459.8353
1457.5356,1457.5356
1419.2413,1419.2413
1383.177,1383.177
1366.6519,1366.6519
1361.7394,1361.7394
1369.5896,1369.5896
1523.9188,1523.9188
1632.5591,1632.5591
1625.0278,1625.0278
1580.1775,1580.1775
1480.7861,1480.7861
1381.7008,1381.7008
1257.0787,1257.0787
1158.2778,1158.2778
1087.7908,1087.7908
1054.2351,1054.2351
1057.8617,1057.8617
1064.0574,1064.0574
1087.1207,1087.1207
1117.7045,1117.7045
1170.4636,1170.4636
1241.9136,1241.9136
1283.8086,1283.8086
1325.618,1325.618
1329.2305,1329.2305
1322.7501,1322.7501
1315.2802,1315.2802
1294.0625,1294.0625
1288.136,1288.136
1310.6576,1310.6576
1496.7162,1496.7162
1598.7576,1598.7576
1568.0713,1568.0713
1497.2045,1497.2045
1419.3195,1419.3195
1345.9768,1345.9768
1254.7568,1254.7568
1136.0803,1136.0803
1048.9354,1048.9354
1032.456,1032.456
1010.64294,1010.64294
1000.9002,1000.9002
1000.74316,1000.74316
1006.6186,1006.6186
1037.7135,1037.7135
1087.0381,1087.0381
1136.8865,1136.8865
1171.5471,1171.5471
1192.8162,1192.8162
1199.5728,1199.5728
1194.1511,1194.1511
1185.7664,1185.7664
1182.6675,1182.6675
1197.7952,1197.7952
1350.2646,1350.2646
1482.7872,1482.7872
1491.6119,1491.6119
1453.456,1453.456
1378.0778,1378.0778
1303.9303,1303.9303
1203.8102,1203.8102
1100.346,1100.346
1046.7355,1046.7355
1026.3218,1026.3218
1039.1503,1039.1503
1060.8721,1060.8721
1139.1503,1139.1503
1208.1812,1208.1812
1281.6766,1281.6766
1349.0842,1349.0842
1403.1982,1403.1982
1426.0173,1426.0173
1432.6582,1432.6582
1424.7128,1424.7128
1386.6981,1386.6981
1427.0797,1427.0797
1418.8784,1418.8784
1428.9331,1428.9331
1546.6772,1546.6772
1706.9811,1706.9811
1710.0345,1710.0345
1638.3972,1638.3972
1504.251,1504.251
1394.5426,1394.5426
1246.9131,1246.9131
1144.6322,1144.6322
1079.3135,1079.3135
1054.7407,1054.7407
1063.7119,1063.7119
1089.246,1089.246
1174.4712,1174.4712
1253.0424,1253.0424
1319.3326,1319.3326
1391.2687,1391.2687
1429.8777,1429.8777
1451.3992,1451.3992
1446.0537,1446.0537
1438.1437,1438.1437
1419.857,1419.857
1433.3331,1433.3331
1424.8066,1424.8066
1434.937,1434.937
1568.9995,1568.9995
1707.3627,1707.3627
1708.8397,1708.8397
1647.1577,1647.1577
1516.0645,1516.0645
1400.4983,1400.4983
1255.4231,1255.4231
1152.1271,1152.1271
1084.309,1084.309
1056.5422,1056.5422
1064.6013,1064.6013
1105.2073,1105.2073
1190.9287,1190.9287
1257.1576,1257.1576
1322.3433,1322.3433
1371.9548,1371.9548
1415.6792,1415.6792
1457.7573,1457.7573
1460.2455,1460.2455
1439.9335,1439.9335
1424.9438,1424.9438
1415.6064,1415.6064
1407.8986,1407.8986
1420.6672,1420.6672
1593.5763,1593.5763
1705.1979,1705.1979
1695.957,1695.957
1648.1837,1648.1837
1520.239,1520.239
1406.4907,1406.4907
1257.9252,1257.9252
1154.2192,1154.2192
1085.3661,1085.3661
1060.907,1060.907
1068.9958,1068.9958
1107.6873,1107.6873
1189.0308,1189.0308
1255.4266,1255.4266
1310.0924,1310.0924
1386.0356,1386.0356
1412.7762,1412.7762
1456.7866,1456.7866
1458.9165,1458.9165
1442.4224,1442.4224
1424.8856,1424.8856
1415.5865,1415.5865
1409.9426,1409.9426
1424.703,1424.703
1606.1982,1606.1982
1700.2366,1700.2366
1689.4312,1689.4312
1629.7523,1629.7523
1524.7319,1524.7319
1412.1117,1412.1117
1262.8767,1262.8767
1159.9254,1159.9254
1091.2496,1091.2496
1065.4062,1065.4062
1074.3015,1074.3015
1101.2507,1101.2507
1162.6261,1162.6261
1254.924,1254.924
1323.7762,1323.7762
1387.8319,1387.8319
1434.8123,1434.8123
1478.7528,1478.7528
1481.2776,1481.2776
1465.1274,1465.1274
1444.412,1444.412
1424.8939,1424.8939
1419.5406,1419.5406
1437.2312,1437.2312
1652.5032,1652.5032
1711.7147,1711.7147
1692.0282,1692.0282
1665.703,1665.703
1524.8405,1524.8405
1430.9811,1430.9811
1324.6001,1324.6001
1192.759,1192.759
1113.6531,1113.6531
1074.5969,1074.5969
1074.4097,1074.4097
1077.9938,1077.9938
1105.541,1105.541
1141.8905,1141.8905
1200.017,1200.017
1270.2355,1270.2355
1304.4635,1304.4635
1352.8641,1352.8641
1363.6805,1363.6805
1363.8453,1363.8453
1346.6619,1346.6619
1318.7826,1318.7826
1314.3438,1314.3438
1347.6226,1347.6226
1559.3546,1559.3546
1624.6514,1624.6514
1596.4279,1596.4279
1524.0176,1524.0176
1411.8759,1411.8759
1338.6755,1338.6755
1250.4288,1250.4288
1136.101,1136.101
1049.3936,1049.3936
1012.6556,1012.6556
1001.02515,1001.02515
990.5602,990.5602
991.0747,991.0747
998.4291,998.4291
1032.7094,1032.7094
1093.7528,1093.7528
1158.5562,1158.5562
1198.2318,1198.2318
1217.492,1217.492
1218.6544,1218.6544
1209.8356,1209.8356
1191.6163,1191.6163
1190.7177,1190.7177
1229.9257,1229.9257
1420.169,1420.169
1510.7374,1510.7374
1521.6244,1521.6244
1513.3602,1513.3602
1428.0802,1428.0802
1353.006,1353.006
1209.1755,1209.1755
1106.9756,1106.9756
1056.2034,1056.2034
1037.7759,1037.7759
1050.7511,1050.7511
1069.6918,1069.6918
1159.3252,1159.3252
1248.7948,1248.7948
1316.7944,1316.7944
1446.7113,1446.7113
1456.6853,1456.6853
1472.4272,1472.4272
1476.4668,1476.4668
1476.4327,1476.4327
1464.7175,1464.7175
1412.634,1412.634
1404.7498,1404.7498
1434.3601,1434.3601
1607.7926,1607.7926
1698.5653,1698.5653
1690.2175,1690.2175
1663.675,1663.675
1555.972,1555.972
1442.8265,1442.8265
1287.0394,1287.0394
1146.5049,1146.5049
1079.7512,1079.7512
1060.568,1060.568
1080.3505,1080.3505
1110.9268,1110.9268
1228.1661,1228.1661
1301.0986,1301.0986
1364.711,1364.711
1462.4745,1462.4745
1466.5618,1466.5618
1464.425,1464.425
1466.6588,1466.6588
1461.5305,1461.5305
1456.7372,1456.7372
1432.8179,1432.8179
1428.0798,1428.0798
1461.2565,1461.2565
1669.4446,1669.4446
1746.2363,1746.2363
1738.1207,1738.1207
1686.0712,1686.0712
1551.6318,1551.6318
1452.0992,1452.0992
1256.9395,1256.9395
1152.5636,1152.5636
1082.773,1082.773
1058.5474,1058.5474
1066.4426,1066.4426
1107.4979,1107.4979
1204.2909,1204.2909
1282.4922,1282.4922
1340.7909,1340.7909
1391.0354,1391.0354
1436.2582,1436.2582
1465.4856,1465.4856
1467.8708,1467.8708
1454.9534,1454.9534
1433.5186,1433.5186
1423.6298,1423.6298
1416.224,1416.224
1430.4984,1430.4984
1622.0131,1622.0131
1708.9694,1708.9694
1696.5532,1696.5532
1642.886,1642.886
1518.1027,1518.1027
1409.2219,1409.2219
1266.7007,1266.7007
1153.8102,1153.8102
1084.777,1084.777
1062.9783,1062.9783
1070.8859,1070.8859
1108.8398,1108.8398
1201.1569,1201.1569
1286.3107,1286.3107
1341.9003,1341.9003
1403.3932,1403.3932
1438.7483,1438.7483
1471.4359,1471.4359
1471.3635,1471.3635
1460.3403,1460.3403
1443.2291,1443.2291
1429.4663,1429.4663
1424.007,1424.007
1448.987,1448.987
1657.0166,1657.0166
1724.3278,1724.3278
1720.6166,1720.6166
1659.1753,1659.1753
1525.0854,1525.0854
1434.7483,1434.7483
1272.8691,1272.8691
1146.1105,1146.1105
1064.3641,1064.3641
1032.7073,1032.7073
1033.6593,1033.6593
1011.0938,1011.0938
963.9643,963.9643
926.02386,926.02386
972.53644,972.53644
1047.4777,1047.4777
1103.5182,1103.5182
1157.5657,1157.5657
1184.362,1184.362
1189.0825,1189.0825
1162.0135,1162.0135
1157.5038,1157.5038
1176.8752,1176.8752
1218.8472,1218.8472
1388.4972,1388.4972
1477.1068,1477.1068
1486.8267,1486.8267
1469.0765,1469.0765
1409.3649,1409.3649
1333.094,1333.094
1261.471,1261.471
1140.9415,1140.9415
1062.1991,1062.1991
1022.0997,1022.0997
1021.7362,1021.7362
1029.8939,1029.8939
1034.0511,1034.0511
1068.0046,1068.0046
1124.8148,1124.8148
1211.9072,1211.9072
1270.3961,1270.3961
1329.2155,1329.2155
1356.8264,1356.8264
1352.4097,1352.4097
1327.895,1327.895
1317.6046,1317.6046
1320.9188,1320.9188
1372.2502,1372.2502
1566.7244,1566.7244
1637.658,1637.658
1616.8997,1616.8997
1571.3854,1571.3854
1465.1774,1465.1774
1374.6232,1374.6232
1259.7894,1259.7894
1155.0037,1155.0037
1070.1935,1070.1935
1029.6537,1029.6537
1025.8043,1025.8043
1020.7427,1020.7427
1028.1272,1028.1272
1037.7247,1037.7247
1075.8851,1075.8851
1134.4336,1134.4336
1207.204,1207.204
1254.1586,1254.1586
1262.6829,1262.6829
1241.636,1241.636
1219.913,1219.913
1199.2374,1199.2374
1193.5641,1193.5641
1249.0123,1249.0123
1441.6813,1441.6813
1521.6045,1521.6045
1528.2496,1528.2496
1515.6134,1515.6134
1430.7742,1430.7742
1355.5317,1355.5317
1221.1592,1221.1592
1110.67,1110.67
1060.9722,1060.9722
1017.3208,1017.3208
1048.5153,1048.5153
1072.9482,1072.9482
1187.522,1187.522
1309.0469,1309.0469
1375.065,1375.065
1416.6215,1416.6215
1450.839,1450.839
1478.6195,1478.6195
1483.8888,1483.8888
1469.9008,1469.9008
1419.6486,1419.6486
1404.205,1404.205
1406.5482,1406.5482
1450.4548,1450.4548
1629.4375,1629.4375
1720.142,1720.142
1740.4495,1740.4495
1679.9484,1679.9484
1586.7354,1586.7354
1478.199,1478.199
1272.257,1272.257
1143.5293,1143.5293
1081.337,1081.337
1063.6915,1063.6915
1080.9855,1080.9855
1107.3943,1107.3943
1209.6265,1209.6265
1359.833,1359.833
1409.1748,1409.1748
1455.6216,1455.6216
1494.4692,1494.4692
1507.5625,1507.5625
1499.2625,1499.2625
1482.3855,1482.3855
1490.0465,1490.0465
1493.7623,1493.7623
1486.5175,1486.5175
1536.4266,1536.4266
1744.7483,1744.7483
1832.5154,1832.5154
1816.5167,1816.5167
1782.078,1782.078
1657.2948,1657.2948
1524.9741,1524.9741
1416.9711,1416.9711
1259.1989,1259.1989
1185.7471,1185.7471
1144.0656,1144.0656
1135.8535,1135.8535
1145.8297,1145.8297
1190.0835,1190.0835
1237.9767,1237.9767
1304.4048,1304.4048
1382.722,1382.722
1420.0452,1420.0452
1445.4688,1445.4688
1442.5295,1442.5295
1422.7738,1422.7738
1366.9124,1366.9124
1346.9929,1346.9929
1347.7184,1347.7184
1399.8613,1399.8613
1600.292,1600.292
1648.9594,1648.9594
1631.7203,1631.7203
1578.526,1578.526
1493.08,1493.08
1409.8885,1409.8885
1304.7649,1304.7649
1188.0543,1188.0543
1087.8745,1087.8745
1044.0992,1044.0992
1031.6002,1031.6002
1025.8966,1025.8966
1034.3364,1034.3364
1044.7368,1044.7368
1082.1157,1082.1157
1140.7506,1140.7506
1190.7827,1190.7827
1232.6477,1232.6477
1243.5028,1243.5028
1242.3953,1242.3953
1234.5154,1234.5154
1231.514,1231.514
1230.4019,1230.4019
1300.9889,1300.9889
1513.2532,1513.2532
1596.416,1596.416
1627.6398,1627.6398
1594.1764,1594.1764
1535.9392,1535.9392
1445.2708,1445.2708
1267.9315,1267.9315
1162.4922,1162.4922
1121.4172,1121.4172
1085.2744,1085.2744
1098.2933,1098.2933
1114.9766,1114.9766
1236.9019,1236.9019
1394.5145,1394.5145
1480.2192,1480.2192
1518.8246,1518.8246
1547.3019,1547.3019
1576.1685,1576.1685
1564.8774,1564.8774
1536.0648,1536.0648
1501.2413,1501.2413
1475.9557,1475.9557
1466.6382,1466.6382
1510.6708,1510.6708
1699.7598,1699.7598
1773.6224,1773.6224
1780.2422,1780.2422
1757.9923,1757.9923
1694.1023,1694.1023
1566.959,1566.959
1365.4111,1365.4111
1232.7627,1232.7627
1169.4503,1169.4503
1132.6718,1132.6718
1134.7458,1134.7458
1145.452,1145.452
1267.9022,1267.9022
1424.1255,1424.1255
1495.3751,1495.3751
1527.3909,1527.3909
1538.8528,1538.8528
1547.4657,1547.4657
1541.1119,1541.1119
1529.0917,1529.0917
1487.4487,1487.4487
1461.5072,1461.5072
1438.5526,1438.5526
1478.9537,1478.9537
1665.1582,1665.1582
1752.6885,1752.6885
1760.9893,1760.9893
1722.5217,1722.5217
1633.7517,1633.7517
1523.31,1523.31
1354.758,1354.758
1221.4615,1221.4615
1157.9695,1157.9695
1123.854,1123.854
1130.6023,1130.6023
1156.4957,1156.4957
1278.9832,1278.9832
1423.7089,1423.7089
1493.375,1493.375
1534.6432,1534.6432
1542.031,1542.031
1564.1888,1564.1888
1536.1293,1536.1293
1516.7087,1516.7087
1455.7042,1455.7042
1439.3427,1439.3427
1431.7468,1431.7468
1480.9852,1480.9852
1678.2002,1678.2002
1754.601,1754.601
1767.4625,1767.4625
1715.2069,1715.2069
1620.9813,1620.9813
1509.5251,1509.5251
1354.3647,1354.3647
1201.2847,1201.2847
1143.2634,1143.2634
1117.9347,1117.9347
1126.9565,1126.9565
1152.9663,1152.9663
1267.1129,1267.1129
1386.841,1386.841
1450.6945,1450.6945
1481.7733,1481.7733
1496.3932,1496.3932
1525.4165,1525.4165
1530.0254,1530.0254
1527.8027,1527.8027
1496.818,1496.818
1481.2151,1481.2151
1477.932,1477.932
1519.709,1519.709
1722.5892,1722.5892
1778.9214,1778.9214
1773.8951,1773.8951
1709.1697,1709.1697
1641.1064,1641.1064
1518.4814,1518.4814
1357.4196,1357.4196
1224.2949,1224.2949
1153.8046,1153.8046
1120.5988,1120.5988
1129.2667,1129.2667
1160.735,1160.735
1255.0485,1255.0485
1397.6564,1397.6564
1486.6199,1486.6199
1536.3113,1536.3113
1561.9207,1561.9207
1594.8624,1594.8624
1579.8644,1579.8644
1560.2438,1560.2438
1519.5094,1519.5094
1499.7655,1499.7655
1487.479,1487.479
1535.9772,1535.9772
1733.9705,1733.9705
1776.9014,1776.9014
1771.1589,1771.1589
1699.0844,1699.0844
1585.3853,1585.3853
1479.8401,1479.8401
1421.9102,1421.9102
1262.8182,1262.8182
1199.5695,1199.5695
1167.514,1167.514
1161.3334,1161.3334
1185.0775,1185.0775
1305.998,1305.998
1471.8668,1471.8668
1553.4904,1553.4904
1594.3977,1594.3977
1637.926,1637.926
1636.8575,1636.8575
1620.8827,1620.8827
1568.0894,1568.0894
1519.7882,1519.7882
1483.8955,1483.8955
1463.426,1463.426
1521.0679,1521.0679
1716.1687,1716.1687
1768.7151,1768.7151
1752.2275,1752.2275
1737.2223,1737.2223
1672.4113,1672.4113
1603.7185,1603.7185
1444.325,1444.325
1304.4996,1304.4996
1220.6982,1220.6982
1167.8077,1167.8077
1164.4109,1164.4109
1169.0657,1169.0657
1214.3467,1214.3467
1274.9565,1274.9565
1357.1543,1357.1543
1445.7734,1445.7734
1501.7354,1501.7354
1519.2568,1519.2568
1520.8575,1520.8575
1509.0598,1509.0598
1430.701,1430.701
1387.2828,1387.2828
1370.6642,1370.6642
1446.3295,1446.3295
1653.1459,1653.1459
1708.5216,1708.5216
1675.9574,1675.9574
1618.0974,1618.0974
1525.2301,1525.2301
1462.1482,1462.1482
1362.9568,1362.9568
1274.1648,1274.1648
1177.0438,1177.0438
1114.0942,1114.0942
1093.1918,1093.1918
1086.3115,1086.3115
1080.5024,1080.5024
1106.7064,1106.7064
1147.779,1147.779
1234.351,1234.351
1329.0044,1329.0044
1366.9075,1366.9075
1365.8713,1365.8713
1351.5709,1351.5709
1285.7479,1285.7479
1243.0999,1243.0999
1237.6136,1237.6136
1313.8975,1313.8975
1518.2867,1518.2867
1602.3137,1602.3137
1610.8992,1610.8992
1563.1151,1563.1151
1475.929,1475.929
1396.9683,1396.9683
1257.2384,1257.2384
1163.2806,1163.2806
1122.1506,1122.1506
1095.4823,1095.4823
1109.1346,1109.1346
1125.4565,1125.4565
1240.4651,1240.4651
1396.6615,1396.6615
1483.1837,1483.1837
1532.8785,1532.8785
1552.1486,1552.1486
1573.2316,1573.2316
1544.4994,1544.4994
1511.7571,1511.7571
1497.964,1497.964
1484.8413,1484.8413
1481.8456,1481.8456
1565.6195,1565.6195
1766.4489,1766.4489
1838.7854,1838.7854
1837.7773,1837.7773
1804.8062,1804.8062
1687.5609,1687.5609
1575.9729,1575.9729
1379.7428,1379.7428
1235.5927,1235.5927
1169.2429,1169.2429
1131.5164,1131.5164
1133.6252,1133.6252
1164.9547,1164.9547
1269.6198,1269.6198
1430.87,1430.87
1480.8995,1480.8995
1532.3821,1532.3821
1555.7712,1555.7712
1578.4116,1578.4116
1569.9382,1569.9382
1551.1805,1551.1805
1533.2155,1533.2155
1517.7445,1517.7445
1510.828,1510.828
1585.0409,1585.0409
1808.9309,1808.9309
1871.3917,1871.3917
1868.3317,1868.3317
1830.9526,1830.9526
1729.545,1729.545
1615.3353,1615.3353
1436.1459,1436.1459
1269.7916,1269.7916
1189.0879,1189.0879
1151.8248,1151.8248
1163.138,1163.138
1205.8431,1205.8431
1330.7428,1330.7428
1502.1046,1502.1046
1538.3162,1538.3162
1593.2878,1593.2878
1614.2657,1614.2657
1626.8103,1626.8103
1621.9001,1621.9001
1593.6617,1593.6617
1563.1879,1563.1879
1534.4901,1534.4901
1519.7013,1519.7013
1593.802,1593.802
1815.4425,1815.4425
1866.5942,1866.5942
1860.0232,1860.0232
1843.5424,1843.5424
1735.2833,1735.2833
1609.3241,1609.3241
1430.3029,1430.3029
1267.6184,1267.6184
1191.5223,1191.5223
1153.8679,1153.8679
1155.623,1155.623
1204.5891,1204.5891
1326.7227,1326.7227
1492.572,1492.572
1540.4872,1540.4872
1591.5685,1591.5685
1616.7301,1616.7301
1614.1732,1614.1732
1606.314,1606.314
1602.2721,1602.2721
1577.0594,1577.0594
1531.1017,1531.1017
1514.7358,1514.7358
1592.6354,1592.6354
1780.001,1780.001
1830.0715,1830.0715
1810.658,1810.658
1754.6938,1754.6938
1640.591,1640.591
1530.5717,1530.5717
1282.534,1282.534
1169.0502,1169.0502
1116.5652,1116.5652
1087.1583,1087.1583
1099.8708,1099.8708
1121.453,1121.453
1238.5387,1238.5387
1380.9368,1380.9368
1457.2134,1457.2134
1505.2793,1505.2793
1548.027,1548.027
1583.1332,1583.1332
1594.192,1594.192
1588.7944,1588.7944
1540.4955,1540.4955
1517.9476,1517.9476
1519.2056,1519.2056
1582.3171,1582.3171
1779.9248,1779.9248
1846.068,1846.068
1890.0562,1890.0562
1822.0276,1822.0276
1722.4392,1722.4392
1582.0721,1582.0721
1395.8813,1395.8813
1237.4169,1237.4169
1178.7031,1178.7031
1131.747,1131.747
1134.6627,1134.6627
1170.2836,1170.2836
1281.667,1281.667
1434.2599,1434.2599
1499.4324,1499.4324
1550.8606,1550.8606
1593.9138,1593.9138
1608.7543,1608.7543
1602.0186,1602.0186
1595.9813,1595.9813
1560.2651,1560.2651
1559.7144,1559.7144
1557.0774,1557.0774
1637.9585,1637.9585
1845.2793,1845.2793
1893.3579,1893.3579
1923.7385,1923.7385
1885.5314,1885.5314
1764.8934,1764.8934
1623.7981,1623.7981
1449.4597,1449.4597
1272.121,1272.121
1206.1609,1206.1609
1168.3148,1168.3148
1165.8989,1165.8989
1206.8219,1206.8219
1326.9995,1326.9995
1502.9286,1502.9286
1538.2227,1538.2227
1603.1682,1603.1682
1627.2681,1627.2681
1638.2949,1638.2949
1623.7319,1623.7319
1612.1036,1612.1036
1542.8103,1542.8103
1525.762,1525.762
1520.6892,1520.6892
1602.4026,1602.4026
1797.4011,1797.4011
1846.6305,1846.6305
1869.2078,1869.2078
1822.8013,1822.8013
1744.0728,1744.0728
1615.9434,1615.9434
1437.8969,1437.8969
1262.6476,1262.6476
1200.5485,1200.5485
1161.9692,1161.9692
1164.1025,1164.1025
1200.5703,1200.5703
1322.24,1322.24
1492.4749,1492.4749
1535.7715,1535.7715
1592.4977,1592.4977
1619.8417,1619.8417
1624.9606,1624.9606
1618.4663,1618.4663
1613.762,1613.762
1537.9617,1537.9617
1523.4666,1523.4666
1517.4241,1517.4241
1593.1936,1593.1936
1769.0065,1769.0065
1823.7751,1823.7751
1826.9625,1826.9625
1765.2781,1765.2781
1681.7167,1681.7167
1560.1138,1560.1138
1429.2537,1429.2537
1281.7832,1281.7832
1205.4584,1205.4584
1161.5842,1161.5842
1165.8774,1165.8774
1202.5996,1202.5996
1314.538,1314.538
1467.2301,1467.2301
1559.5878,1559.5878
1616.7546,1616.7546
1646.0815,1646.0815
1649.1206,1649.1206
1643.7037,1643.7037
1630.3042,1630.3042
1566.6608,1566.6608
1527.5881,1527.5881
1519.1917,1519.1917
1584.6234,1584.6234
1750.5038,1750.5038
1801.85,1801.85
1804.1356,1804.1356
1747.5364,1747.5364
1699.4762,1699.4762
1576.757,1576.757
1437.5214,1437.5214
1285.1975,1285.1975
1202.9181,1202.9181
1152.3429,1152.3429
1144.2249,1144.2249
1157.611,1157.611
1214.3195,1214.3195
1269.5219,1269.5219
1349.9722,1349.9722
1439.7394,1439.7394
1496.9425,1496.9425
1520.29,1520.29
1520.7053,1520.7053
1527.4697,1527.4697
1470.9893,1470.9893
1451.721,1451.721
1434.2402,1434.2402
1508.9285,1508.9285
1677.5962,1677.5962
1712.9124,1712.9124
1687.1984,1687.1984
1618.4944,1618.4944
1528.744,1528.744
1463.4635,1463.4635
1336.6265,1336.6265
1224.3168,1224.3168
1142.1638,1142.1638
1086.1382,1086.1382
1070.2861,1070.2861
1058.5767,1058.5767
1064.274,1064.274
1081.6334,1081.6334
1118.9098,1118.9098
1184.2296,1184.2296
1279.9727,1279.9727
1338.0449,1338.0449
1349.4806,1349.4806
1341.19,1341.19
1253.5443,1253.5443
1233.899,1233.899
1234.275,1234.275
1284.137,1284.137
1486.741,1486.741
1548.485,1548.485
1575.8037,1575.8037
1546.0042,1546.0042
1481.9429,1481.9429
1384.0721,1384.0721
1460.5458,1460.5458
1273.9332,1273.9332
1192.85,1192.85
1155.8958,1155.8958
1156.8978,1156.8978
1191.9109,1191.9109
1307.7351,1307.7351
1469.7854,1469.7854
1524.8282,1524.8282
1572.7019,1572.7019
1621.5935,1621.5935
1628.934,1628.934
1624.7285,1624.7285
1626.2141,1626.2141
1631.1937,1631.1937
1612.5912,1612.5912
1624.6477,1624.6477
1711.4111,1711.4111
1906.3816,1906.3816
1938.3271,1938.3271
1922.9344,1922.9344
1891.3898,1891.3898
1747.2073,1747.2073
1644.3535,1644.3535
1485.7435,1485.7435
1310.8726,1310.8726
1220.7405,1220.7405
1189.6604,1189.6604
1185.3447,1185.3447
1243.6309,1243.6309
1326.4338,1326.4338
1485.8027,1485.8027
1574.6261,1574.6261
1622.0482,1622.0482
1678.4973,1678.4973
1682.6848,1682.6848
1669.2488,1669.2488
1655.0,1655.0
1638.9884,1638.9884
1617.6522,1617.6522
1600.827,1600.827
1685.5244,1685.5244
1858.1733,1858.1733
1901.2828,1901.2828
1893.5953,1893.5953
1865.7703,1865.7703
1742.4669,1742.4669
1641.0197,1641.0197
1500.4559,1500.4559
1339.8197,1339.8197
1245.1416,1245.1416
1183.6455,1183.6455
1178.3783,1178.3783
1200.6804,1200.6804
1244.024,1244.024
1317.8177,1317.8177
1382.3118,1382.3118
1469.206,1469.206
1526.9257,1526.9257
1547.7852,1547.7852
1550.2932,1550.2932
1552.0914,1552.0914
1551.7633,1551.7633
1536.5215,1536.5215
1532.9011,1532.9011
1647.32,1647.32
1824.344,1824.344
1850.2949,1850.2949
1841.8982,1841.8982
1772.4055,1772.4055
1652.7546,1652.7546
1584.744,1584.744
1436.6582,1436.6582
1318.9818,1318.9818
1208.3734,1208.3734
1169.3562,1169.3562
1162.7826,1162.7826
1153.5763,1153.5763
1151.5876,1151.5876
1170.47,1170.47
1230.0734,1230.0734
1298.9916,1298.9916
1359.0162,1359.0162
1410.0267,1410.0267
1420.683,1420.683
1413.7158,1413.7158
1413.2517,1413.2517
1384.1722,1384.1722
1383.0966,1383.0966
1498.6533,1498.6533
1679.1759,1679.1759
1732.5024,1732.5024
1740.4868,1740.4868
1711.3485,1711.3485
1621.8881,1621.8881
1538.0868,1538.0868
1356.6448,1356.6448
1221.299,1221.299
1161.2573,1161.2573
1140.2212,1140.2212
1154.0588,1154.0588
1182.5593,1182.5593
1278.2048,1278.2048
1466.8842,1466.8842
1552.7264,1552.7264
1637.1733,1637.1733
1694.3239,1694.3239
1708.6464,1708.6464
1694.2106,1694.2106
1681.7435,1681.7435
1676.8496,1676.8496
1599.7933,1599.7933
1588.2891,1588.2891
1720.4309,1720.4309
1870.515,1870.515
1911.6122,1911.6122
1918.0295,1918.0295
1907.587,1907.587
1766.5302,1766.5302
1634.7303,1634.7303
1453.1637,1453.1637
1300.253,1300.253
1205.941,1205.941
1174.363,1174.363
1189.6505,1189.6505
1240.0898,1240.0898
1315.6332,1315.6332
1481.4377,1481.4377
1622.7275,1622.7275
1696.355,1696.355
1705.2018,1705.2018
1711.8057,1711.8057
1694.0549,1694.0549
1678.0698,1678.0698
1641.4396,1641.4396
1559.3003,1559.3003
1573.9736,1573.9736
1654.2313,1654.2313
1832.4818,1832.4818
1895.6416,1895.6416
1887.6436,1887.6436
1890.9762,1890.9762
1805.312,1805.312
1655.6716,1655.6716
1519.9856,1519.9856
1332.152,1332.152
1215.59,1215.59
1194.9423,1194.9423
1199.7656,1199.7656
1241.0483,1241.0483
1353.2202,1353.2202
1526.6791,1526.6791
1598.7374,1598.7374
1677.8014,1677.8014
1723.4414,1723.4414
1730.541,1730.541
1715.8209,1715.8209
1711.7054,1711.7054
1688.9955,1688.9955
1629.6027,1629.6027
1628.076,1628.076
1718.5197,1718.5197
1926.1533,1926.1533
1981.318,1981.318
1978.1317,1978.1317
1955.6327,1955.6327
1824.2758,1824.2758
1685.2725,1685.2725
1476.608,1476.608
1295.1372,1295.1372
1200.1737,1200.1737
1160.062,1160.062
1170.3195,1170.3195
1202.5259,1202.5259
1315.6477,1315.6477
1460.2863,1460.2863
1543.1964,1543.1964
1602.7925,1602.7925
1632.7744,1632.7744
1664.6685,1664.6685
1655.413,1655.413
1627.2678,1627.2678
1590.5092,1590.5092
1552.0878,1552.0878
1543.4596,1543.4596
1611.2451,1611.2451
1808.6996,1808.6996
1858.084,1858.084
1835.3918,1835.3918
1741.8064,1741.8064
1619.5411,1619.5411
1521.4639,1521.4639
1364.0035,1364.0035
1243.1417,1243.1417
1160.2311,1160.2311
1104.1537,1104.1537
1104.8395,1104.8395
1115.1401,1115.1401
1165.4558,1165.4558
1224.3114,1224.3114
1284.5277,1284.5277
1379.9111,1379.9111
1493.0203,1493.0203
1543.9215,1543.9215
1554.5836,1554.5836
1557.2312,1557.2312
1553.6542,1553.6542
1548.9515,1548.9515
1547.9921,1547.9921
1665.8909,1665.8909
1859.2682,1859.2682
1907.5833,1907.5833
1875.825,1875.825
1813.8954,1813.8954
1689.3949,1689.3949
1603.1542,1603.1542
1463.6781,1463.6781
1340.5432,1340.5432
1221.7854,1221.7854
1167.9989,1167.9989
1157.935,1157.935
1135.0393,1135.0393
1138.97,1138.97
1147.9064,1147.9064
1191.0575,1191.0575
1277.6611,1277.6611
1372.8322,1372.8322
1412.0165,1412.0165
