Ano_0,Ano_1,Ano_2
1329.6759,1329.6759,1329.6759
1324.0995,1324.0995,1324.0995
1302.623,1302.623,1302.623
1277.35,1277.35,1277.35
1265.7214,1265.7214,1265.7214
1272.1177,1272.1177,1272.1177
1311.3702,1311.3702,1311.3702
1558.597,1558.597,1558.597
1535.9268,1535.9268,1535.9268
1470.7888,1470.7888,1470.7888
1390.2926,1390.2926,1390.2926
1310.5784,1310.5784,1310.5784
1309.6389,1309.6389,1309.6389
1208.4241,1208.4241,1208.4241
1169.2294,1169.2294,1169.2294
1098.4639,1098.4639,1098.4639
1105.0009,1105.0009,1105.0009
1126.7755,1126.7755,1126.7755
1229.1542,1229.1542,1229.1542
1302.1089,1302.1089,1302.1089
1396.0565,1396.0565,1396.0565
1433.0924,1433.0924,1433.0924
1504.1804,1504.1804,1504.1804
1517.0116,1517.0116,1517.0116
1545.6489,1545.6489,1545.6489
1535.4834,1535.4834,1535.4834
1527.0228,1527.0228,1527.0228
1764.1118,1764.1118,1764.1118
1684.0806,1684.0806,1684.0806
1618.6316,1618.6316,1618.6316
1606.6537,1606.6537,1606.6537
1820.0204,1820.0204,1820.0204
1865.432,1865.432,1865.432
1759.1884,1759.1884,1759.1884
1618.5609,1618.5609,1618.5609
1522.8843,1522.8843,1522.8843
1449.9403,1449.9403,1449.9403
1344.5137,1344.5137,1344.5137
1276.3942,1276.3942,1276.3942
1125.3623,1125.3623,1125.3623
1115.3904,1115.3904,1115.3904
1129.4551,1129.4551,1129.4551
1200.8932,1200.8932,1200.8932
1265.4009,1265.4009,1265.4009
1321.4132,1321.4132,1321.4132
1364.3561,1364.3561,1364.3561
1459.4747,1459.4747,1459.4747
1489.7922,1489.7922,1489.7922
1518.8091,1518.8091,1518.8091
1502.9587,1502.9587,1502.9587
1489.246,1489.246,1489.246
1717.8553,1717.8553,1717.8553
1643.9491,1643.9491,1643.9491
1595.0056,1595.0056,1595.0056
1593.129,1593.129,1593.129
1767.6947,1767.6947,1767.6947
1790.0259,1790.0259,1790.0259
1682.7123,1682.7123,1682.7123
1534.1133,1534.1133,1534.1133
1443.0564,1443.0564,1443.0564
1337.2474,1337.2474,1337.2474
1230.1729,1230.1729,1230.1729
1160.0817,1160.0817,1160.0817
1090.2303,1090.2303,1090.2303
1081.5143,1081.5143,1081.5143
1083.5826,1083.5826,1083.5826
1095.9706,1095.9706,1095.9706
1106.0475,1106.0475,1106.0475
1171.7194,1171.7194,1171.7194
1242.8926,1242.8926,1242.8926
1294.6937,1294.6937,1294.6937
1338.1775,1338.1775,1338.1775
1373.754,1373.754,1373.754
1358.994,1358.994,1358.994
1346.4167,1346.4167,1346.4167
1419.7627,1419.7627,1419.7627
1415.6473,1415.6473,1415.6473
1428.8936,1428.8936,1428.8936
1464.0431,1464.0431,1464.0431
1634.8966,1634.8966,1634.8966
1627.2802,1627.2802,1627.2802
1556.7382,1556.7382,1556.7382
1440.6781,1440.6781,1440.6781
1345.5349,1345.5349,1345.5349
1249.9596,1249.9596,1249.9596
1140.7736,1140.7736,1140.7736
1096.3412,1096.3412,1096.3412
1034.7947,1034.7947,1034.7947
1019.3004,1019.3004,1019.3004
1010.16425,1010.16425,1010.16425
1004.5778,1004.5778,1004.5778
1006.8482,1006.8482,1006.8482
1030.8704,1030.8704,1030.8704
1108.0848,1108.0848,1108.0848
1186.3593,1186.3593,1186.3593
1217.1089,1217.1089,1217.1089
1242.1309,1242.1309,1242.1309
1221.3358,1221.3358,1221.3358
1209.7637,1209.7637,1209.7637
1279.1759,1279.1759,1279.1759
1275.3018,1275.3018,1275.3018
1286.2281,1286.2281,1286.2281
1357.2578,1357.2578,1357.2578
1543.6438,1543.6438,1543.6438
1590.4669,1590.4669,1590.4669
1574.9614,1574.9614,1574.9614
1506.0248,1506.0248,1506.0248
1432.3416,1432.3416,1432.3416
1305.6433,1305.6433,1305.6433
1214.0764,1214.0764,1214.0764
1158.7521,1158.7521,1158.7521
1081.6088,1081.6088,1081.6088
1092.7955,1092.7955,1092.7955
1132.8414,1132.8414,1132.8414
1209.4624,1209.4624,1209.4624
1283.261,1283.261,1283.261
1330.5504,1330.5504,1330.5504
1423.477,1423.477,1423.477
1436.8557,1436.8557,1436.8557
1503.3425,1503.3425,1503.3425
1531.738,1531.738,1531.738
1524.0928,1524.0928,1524.0928
1512.0511,1512.0511,1512.0511
1607.0525,1607.0525,1607.0525
1543.7231,1543.7231,1543.7231
1499.3422,1499.3422,1499.3422
1518.7461,1518.7461,1518.7461
1724.5015,1724.5015,1724.5015
1791.7976,1791.7976,1791.7976
1664.6401,1664.6401,1664.6401
1573.0206,1573.0206,1573.0206
1468.7222,1468.7222,1468.7222
1392.4497,1392.4497,1392.4497
1298.1956,1298.1956,1298.1956
1248.9014,1248.9014,1248.9014
1148.167,1148.167,1148.167
1121.7058,1121.7058,1121.7058
1150.035,1150.035,1150.035
1212.4542,1212.4542,1212.4542
1273.2115,1273.2115,1273.2115
1337.1597,1337.1597,1337.1597
1393.5334,1393.5334,1393.5334
1423.2815,1423.2815,1423.2815
1490.1921,1490.1921,1490.1921
1528.6549,1528.6549,1528.6549
1517.4796,1517.4796,1517.4796
1507.9979,1507.9979,1507.9979
1585.4652,1585.4652,1585.4652
1556.262,1556.262,1556.262
1519.65,1519.65,1519.65
1530.9982,1530.9982,1530.9982
1733.9727,1733.9727,1733.9727
1799.2253,1799.2253,1799.2253
1722.1378,1722.1378,1722.1378
1623.1263,1623.1263,1623.1263
1513.899,1513.899,1513.899
1407.8601,1407.8601,1407.8601
1276.7361,1276.7361,1276.7361
1193.4097,1193.4097,1193.4097
1117.172,1117.172,1117.172
1110.0872,1110.0872,1110.0872
1135.8782,1135.8782,1135.8782
1225.6582,1225.6582,1225.6582
1320.1288,1320.1288,1320.1288
1401.8181,1401.8181,1401.8181
1447.6686,1447.6686,1447.6686
1469.5859,1469.5859,1469.5859
1494.6823,1494.6823,1494.6823
1511.5443,1511.5443,1511.5443
1500.765,1500.765,1500.765
1497.8378,1497.8378,1497.8378
1553.0245,1553.0245,1553.0245
1539.1315,1539.1315,1539.1315
1516.2383,1516.2383,1516.2383
1523.3729,1523.3729,1523.3729
1716.1444,1716.1444,1716.1444
1749.4236,1749.4236,1749.4236
1708.733,1708.733,1708.733
1638.6759,1638.6759,1638.6759
1535.1088,1535.1088,1535.1088
1228.4121,1228.4121,1228.4121
1120.1588,1120.1588,1120.1588
1064.6282,1064.6282,1064.6282
1044.9968,1044.9968,1044.9968
1054.5211,1054.5211,1054.5211
1083.976,1083.976,1083.976
1190.2705,1190.2705,1190.2705
1296.7991,1296.7991,1296.7991
1372.4877,1372.4877,1372.4877
1405.065,1405.065,1405.065
1423.0262,1423.0262,1423.0262
1443.0079,1443.0079,1443.0079
1453.327,1453.327,1453.327
1436.6842,1436.6842,1436.6842
1419.4125,1419.4125,1419.4125
1399.3726,1399.3726,1399.3726
1393.0502,1393.0502,1393.0502
1395.9517,1395.9517,1395.9517
1494.7616,1494.7616,1494.7616
1700.0934,1700.0934,1700.0934
1702.3936,1702.3936,1702.3936
1631.9279,1631.9279,1631.9279
1504.7319,1504.7319,1504.7319
1399.2915,1399.2915,1399.2915
1227.9457,1227.9457,1227.9457
1125.3141,1125.3141,1125.3141
1071.5393,1071.5393,1071.5393
1049.533,1049.533,1049.533
1058.61,1058.61,1058.61
1086.5878,1086.5878,1086.5878
1159.7336,1159.7336,1159.7336
1236.6453,1236.6453,1236.6453
1311.9404,1311.9404,1311.9404
1350.5922,1350.5922,1350.5922
1376.3635,1376.3635,1376.3635
1396.9723,1396.9723,1396.9723
1412.5637,1412.5637,1412.5637
1399.7156,1399.7156,1399.7156
1368.8485,1368.8485,1368.8485
1358.4553,1358.4553,1358.4553
1352.8365,1352.8365,1352.8365
1376.086,1376.086,1376.086
1446.9482,1446.9482,1446.9482
1649.3658,1649.3658,1649.3658
1649.256,1649.256,1649.256
1598.2128,1598.2128,1598.2128
1497.7944,1497.7944,1497.7944
1398.2229,1398.2229,1398.2229
1237.5527,1237.5527,1237.5527
1138.5608,1138.5608,1138.5608
1081.4824,1081.4824,1081.4824
1056.7104,1056.7104,1056.7104
1067.4811,1067.4811,1067.4811
1092.652,1092.652,1092.652
1157.4819,1157.4819,1157.4819
1241.2479,1241.2479,1241.2479
1331.1404,1331.1404,1331.1404
1348.7407,1348.7407,1348.7407
1411.3794,1411.3794,1411.3794
1435.8817,1435.8817,1435.8817
1420.1962,1420.1962,1420.1962
1372.5793,1372.5793,1372.5793
1344.0901,1344.0901,1344.0901
1337.7578,1337.7578,1337.7578
1324.048,1324.048,1324.048
1329.195,1329.195,1329.195
1411.924,1411.924,1411.924
1600.2142,1600.2142,1600.2142
1597.976,1597.976,1597.976
1544.6505,1544.6505,1544.6505
1461.8135,1461.8135,1461.8135
1370.0687,1370.0687,1370.0687
1240.6267,1240.6267,1240.6267
1148.6261,1148.6261,1148.6261
1092.85,1092.85,1092.85
1053.5562,1053.5562,1053.5562
1054.3647,1054.3647,1054.3647
1064.5969,1064.5969,1064.5969
1084.1132,1084.1132,1084.1132
1096.1266,1096.1266,1096.1266
1171.2882,1171.2882,1171.2882
1230.9615,1230.9615,1230.9615
1278.6611,1278.6611,1278.6611
1298.7045,1298.7045,1298.7045
1309.629,1309.629,1309.629
1300.3998,1300.3998,1300.3998
1281.2842,1281.2842,1281.2842
1264.572,1264.572,1264.572
1258.0096,1258.0096,1258.0096
1270.7145,1270.7145,1270.7145
1362.7513,1362.7513,1362.7513
1573.1649,1573.1649,1573.1649
1539.1312,1539.1312,1539.1312
1472.7821,1472.7821,1472.7821
1382.1985,1382.1985,1382.1985
1304.7019,1304.7019,1304.7019
1203.963,1203.963,1203.963
1100.7235,1100.7235,1100.7235
1046.4708,1046.4708,1046.4708
1008.69415,1008.69415,1008.69415
1001.3611,1001.3611,1001.3611
998.02185,998.02185,998.02185
989.667,989.667,989.667
989.1498,989.1498,989.1498
1021.58295,1021.58295,1021.58295
1107.6642,1107.6642,1107.6642
1161.4879,1161.4879,1161.4879
1198.6791,1198.6791,1198.6791
1204.7246,1204.7246,1204.7246
1186.1545,1186.1545,1186.1545
1166.4398,1166.4398,1166.4398
1174.2737,1174.2737,1174.2737
1170.4088,1170.4088,1170.4088
1177.0496,1177.0496,1177.0496
1287.1152,1287.1152,1287.1152
1469.9385,1469.9385,1469.9385
1479.3798,1479.3798,1479.3798
1455.2286,1455.2286,1455.2286
1385.6771,1385.6771,1385.6771
1298.0896,1298.0896,1298.0896
1182.2872,1182.2872,1182.2872
1086.958,1086.958,1086.958
1028.8474,1028.8474,1028.8474
1019.0583,1019.0583,1019.0583
1033.4238,1033.4238,1033.4238
1060.6339,1060.6339,1060.6339
1154.177,1154.177,1154.177
1239.5908,1239.5908,1239.5908
1326.6741,1326.6741,1326.6741
1375.2136,1375.2136,1375.2136
1387.963,1387.963,1387.963
1405.6887,1405.6887,1405.6887
1412.7094,1412.7094,1412.7094
1406.8538,1406.8538,1406.8538
1394.7578,1394.7578,1394.7578
1451.6699,1451.6699,1451.6699
1440.3977,1440.3977,1440.3977
1436.3942,1436.3942,1436.3942
1506.2754,1506.2754,1506.2754
1694.0698,1694.0698,1694.0698
1704.7222,1704.7222,1704.7222
1621.7513,1621.7513,1621.7513
1503.6731,1503.6731,1503.6731
1388.9626,1388.9626,1388.9626
1232.1688,1232.1688,1232.1688
1132.1914,1132.1914,1132.1914
1076.0394,1076.0394,1076.0394
1047.1362,1047.1362,1047.1362
1057.2433,1057.2433,1057.2433
1084.4648,1084.4648,1084.4648
1169.8677,1169.8677,1169.8677
1253.9778,1253.9778,1253.9778
1330.981,1330.981,1330.981
1378.5602,1378.5602,1378.5602
1438.737,1438.737,1438.737
1444.5492,1444.5492,1444.5492
1439.1862,1439.1862,1439.1862
1417.9359,1417.9359,1417.9359
1412.2191,1412.2191,1412.2191
1476.6453,1476.6453,1476.6453
1457.7914,1457.7914,1457.7914
1462.5448,1462.5448,1462.5448
1552.0674,1552.0674,1552.0674
1716.1201,1716.1201,1716.1201
1725.6837,1725.6837,1725.6837
1647.5271,1647.5271,1647.5271
1514.0204,1514.0204,1514.0204
1399.0797,1399.0797,1399.0797
1189.0135,1189.0135,1189.0135
1087.0795,1087.0795,1087.0795
1037.2577,1037.2577,1037.2577
1019.7769,1019.7769,1019.7769
1034.2573,1034.2573,1034.2573
1058.3682,1058.3682,1058.3682
1153.7123,1153.7123,1153.7123
1228.8545,1228.8545,1228.8545
1304.6733,1304.6733,1304.6733
1368.5883,1368.5883,1368.5883
1393.8016,1393.8016,1393.8016
1411.9606,1411.9606,1411.9606
1418.3657,1418.3657,1418.3657
1406.4033,1406.4033,1406.4033
1394.148,1394.148,1394.148
1389.4524,1389.4524,1389.4524
1382.4388,1382.4388,1382.4388
1382.3344,1382.3344,1382.3344
1491.5902,1491.5902,1491.5902
1674.0681,1674.0681,1674.0681
1668.3721,1668.3721,1668.3721
1611.1105,1611.1105,1611.1105
1499.3112,1499.3112,1499.3112
1379.2236,1379.2236,1379.2236
1226.4075,1226.4075,1226.4075
1124.1578,1124.1578,1124.1578
1069.4902,1069.4902,1069.4902
1047.1097,1047.1097,1047.1097
1056.5331,1056.5331,1056.5331
1083.6501,1083.6501,1083.6501
1170.038,1170.038,1170.038
1254.3882,1254.3882,1254.3882
1329.5236,1329.5236,1329.5236
1377.0367,1377.0367,1377.0367
1409.9534,1409.9534,1409.9534
1423.1252,1423.1252,1423.1252
1425.5049,1425.5049,1425.5049
1420.155,1420.155,1420.155
1413.6458,1413.6458,1413.6458
1430.1268,1430.1268,1430.1268
1432.9773,1432.9773,1432.9773
1436.142,1436.142,1436.142
1528.3802,1528.3802,1528.3802
1714.136,1714.136,1714.136
1698.2885,1698.2885,1698.2885
1634.9083,1634.9083,1634.9083
1528.033,1528.033,1528.033
1398.6611,1398.6611,1398.6611
1236.09,1236.09,1236.09
1141.7516,1141.7516,1141.7516
1094.6584,1094.6584,1094.6584
1049.3397,1049.3397,1049.3397
1060.8087,1060.8087,1060.8087
1089.5115,1089.5115,1089.5115
1178.4039,1178.4039,1178.4039
1286.0767,1286.0767,1286.0767
1375.5674,1375.5674,1375.5674
1420.6716,1420.6716,1420.6716
1451.1045,1451.1045,1451.1045
1460.7117,1460.7117,1460.7117
1474.5801,1474.5801,1474.5801
1478.5283,1478.5283,1478.5283
1449.972,1449.972,1449.972
1411.3092,1411.3092,1411.3092
1411.0364,1411.0364,1411.0364
1414.9376,1414.9376,1414.9376
1503.8525,1503.8525,1503.8525
1659.2675,1659.2675,1659.2675
1645.7391,1645.7391,1645.7391
1601.1848,1601.1848,1601.1848
1497.7363,1497.7363,1497.7363
1396.5488,1396.5488,1396.5488
1238.0703,1238.0703,1238.0703
1128.5103,1128.5103,1128.5103
1075.2222,1075.2222,1075.2222
1050.3508,1050.3508,1050.3508
1060.8834,1060.8834,1060.8834
1090.4161,1090.4161,1090.4161
1162.5475,1162.5475,1162.5475
1241.1403,1241.1403,1241.1403
1317.1145,1317.1145,1317.1145
1367.1655,1367.1655,1367.1655
1401.6932,1401.6932,1401.6932
1416.8674,1416.8674,1416.8674
1425.3942,1425.3942,1425.3942
1405.4348,1405.4348,1405.4348
1375.6068,1375.6068,1375.6068
1355.4628,1355.4628,1355.4628
1346.5566,1346.5566,1346.5566
1351.7865,1351.7865,1351.7865
1468.5411,1468.5411,1468.5411
1633.3291,1633.3291,1633.3291
1624.4602,1624.4602,1624.4602
1579.2672,1579.2672,1579.2672
1513.274,1513.274,1513.274
1406.5203,1406.5203,1406.5203
1261.207,1261.207,1261.207
1150.9813,1150.9813,1150.9813
1080.217,1080.217,1080.217
1064.1165,1064.1165,1064.1165
1072.2775,1072.2775,1072.2775
1109.9591,1109.9591,1109.9591
1190.6587,1190.6587,1190.6587
1248.2831,1248.2831,1248.2831
1317.6387,1317.6387,1317.6387
1353.7672,1353.7672,1353.7672
1360.1963,1360.1963,1360.1963
1383.2437,1383.2437,1383.2437
1386.6819,1386.6819,1386.6819
1381.938,1381.938,1381.938
1355.9972,1355.9972,1355.9972
1360.2777,1360.2777,1360.2777
1356.1534,1356.1534,1356.1534
1374.533,1374.533,1374.533
1502.2928,1502.2928,1502.2928
1645.5973,1645.5973,1645.5973
1637.5945,1637.5945,1637.5945
1551.6355,1551.6355,1551.6355
1465.6631,1465.6631,1465.6631
1376.8115,1376.8115,1376.8115
1238.1667,1238.1667,1238.1667
1136.1119,1136.1119,1136.1119
1088.5033,1088.5033,1088.5033
1052.6646,1052.6646,1052.6646
1052.8931,1052.8931,1052.8931
1061.8644,1061.8644,1061.8644
1083.3931,1083.3931,1083.3931
1101.9049,1101.9049,1101.9049
1174.95,1174.95,1174.95
1244.8698,1244.8698,1244.8698
1286.9263,1286.9263,1286.9263
1311.5979,1311.5979,1311.5979
1325.9968,1325.9968,1325.9968
1312.5194,1312.5194,1312.5194
1295.255,1295.255,1295.255
1296.1584,1296.1584,1296.1584
1292.3605,1292.3605,1292.3605
1301.2205,1301.2205,1301.2205
1463.3508,1463.3508,1463.3508
1593.9069,1593.9069,1593.9069
1556.18,1556.18,1556.18
1490.9117,1490.9117,1490.9117
1413.4108,1413.4108,1413.4108
1326.228,1326.228,1326.228
1217.2119,1217.2119,1217.2119
1109.3557,1109.3557,1109.3557
1061.3734,1061.3734,1061.3734
1025.715,1025.715,1025.715
1013.2729,1013.2729,1013.2729
1010.48364,1010.48364,1010.48364
1006.2019,1006.2019,1006.2019
999.7399,999.7399,999.7399
1033.472,1033.472,1033.472
1117.7825,1117.7825,1117.7825
1175.9812,1175.9812,1175.9812
1211.1892,1211.1892,1211.1892
1222.1991,1222.1991,1222.1991
1197.733,1197.733,1197.733
1177.9508,1177.9508,1177.9508
1173.3691,1173.3691,1173.3691
1176.4851,1176.4851,1176.4851
1186.9276,1186.9276,1186.9276
1355.5905,1355.5905,1355.5905
1492.1864,1492.1864,1492.1864
1492.9902,1492.9902,1492.9902
1455.1847,1455.1847,1455.1847
1400.462,1400.462,1400.462
1305.5272,1305.5272,1305.5272
1236.0344,1236.0344,1236.0344
1130.5481,1130.5481,1130.5481
1077.1733,1077.1733,1077.1733
1052.859,1052.859,1052.859
1064.0205,1064.0205,1064.0205
1090.894,1090.894,1090.894
1165.0643,1165.0643,1165.0643
1258.6202,1258.6202,1258.6202
1346.261,1346.261,1346.261
1396.6304,1396.6304,1396.6304
1453.4889,1453.4889,1453.4889
1455.6553,1455.6553,1455.6553
1442.3444,1442.3444,1442.3444
1409.6075,1409.6075,1409.6075
1379.969,1379.969,1379.969
1361.7697,1361.7697,1361.7697
1350.3444,1350.3444,1350.3444
1354.8035,1354.8035,1354.8035
1494.8811,1494.8811,1494.8811
1644.1118,1644.1118,1644.1118
1638.0936,1638.0936,1638.0936
1595.3971,1595.3971,1595.3971
1517.6027,1517.6027,1517.6027
1413.9856,1413.9856,1413.9856
1250.8601,1250.8601,1250.8601
1151.1022,1151.1022,1151.1022
1110.0492,1110.0492,1110.0492
1087.0778,1087.0778,1087.0778
1092.7527,1092.7527,1092.7527
1115.971,1115.971,1115.971
1244.1823,1244.1823,1244.1823
1328.803,1328.803,1328.803
1399.6489,1399.6489,1399.6489
1445.1924,1445.1924,1445.1924
1483.8846,1483.8846,1483.8846
1485.1261,1485.1261,1485.1261
1459.3528,1459.3528,1459.3528
1395.7634,1395.7634,1395.7634
1360.8129,1360.8129,1360.8129
1345.4423,1345.4423,1345.4423
1340.3322,1340.3322,1340.3322
1344.8052,1344.8052,1344.8052
1499.264,1499.264,1499.264
1627.7195,1627.7195,1627.7195
1617.8965,1617.8965,1617.8965
1559.0259,1559.0259,1559.0259
1484.4656,1484.4656,1484.4656
1396.4542,1396.4542,1396.4542
1253.3861,1253.3861,1253.3861
1154.4801,1154.4801,1154.4801
1107.4656,1107.4656,1107.4656
1065.0485,1065.0485,1065.0485
1061.77,1061.77,1061.77
1060.5668,1060.5668,1060.5668
1083.9287,1083.9287,1083.9287
1104.3483,1104.3483,1104.3483
1177.466,1177.466,1177.466
1249.967,1249.967,1249.967
1288.5555,1288.5555,1288.5555
1321.0056,1321.0056,1321.0056
1341.1698,1341.1698,1341.1698
1312.2006,1312.2006,1312.2006
1294.408,1294.408,1294.408
1289.6533,1289.6533,1289.6533
1281.8558,1281.8558,1281.8558
1293.4866,1293.4866,1293.4866
1480.816,1480.816,1480.816
1594.9174,1594.9174,1594.9174
1554.4636,1554.4636,1554.4636
1483.6917,1483.6917,1483.6917
1404.6489,1404.6489,1404.6489
1322.355,1322.355,1322.355
1210.1754,1210.1754,1210.1754
1097.6359,1097.6359,1097.6359
1047.9193,1047.9193,1047.9193
1020.84686,1020.84686,1020.84686
1013.18176,1013.18176,1013.18176
1004.3046,1004.3046,1004.3046
1002.542,1002.542,1002.542
1002.5726,1002.5726,1002.5726
1030.003,1030.003,1030.003
1123.3505,1123.3505,1123.3505
1173.3436,1173.3436,1173.3436
1206.439,1206.439,1206.439
1214.6954,1214.6954,1214.6954
1201.6838,1201.6838,1201.6838
1179.5944,1179.5944,1179.5944
1181.7716,1181.7716,1181.7716
1186.2994,1186.2994,1186.2994
1192.9746,1192.9746,1192.9746
1372.234,1372.234,1372.234
1502.9135,1502.9135,1502.9135
1503.4381,1503.4381,1503.4381
1462.4199,1462.4199,1462.4199
1391.2653,1391.2653,1391.2653
1304.0223,1304.0223,1304.0223
1188.216,1188.216,1188.216
1090.8116,1090.8116,1090.8116
1042.0009,1042.0009,1042.0009
1020.3936,1020.3936,1020.3936
1035.1738,1035.1738,1035.1738
1054.6508,1054.6508,1054.6508
1150.0964,1150.0964,1150.0964
1226.9235,1226.9235,1226.9235
1304.4692,1304.4692,1304.4692
1369.9294,1369.9294,1369.9294
1399.9054,1399.9054,1399.9054
1412.8765,1412.8765,1412.8765
1423.1892,1423.1892,1423.1892
1419.0948,1419.0948,1419.0948
1405.094,1405.094,1405.094
1383.5454,1383.5454,1383.5454
1364.2378,1364.2378,1364.2378
1370.8768,1370.8768,1370.8768
1538.0071,1538.0071,1538.0071
1662.8181,1662.8181,1662.8181
1642.2086,1642.2086,1642.2086
1601.8398,1601.8398,1601.8398
1523.7485,1523.7485,1523.7485
1406.1382,1406.1382,1406.1382
1230.926,1230.926,1230.926
1126.521,1126.521,1126.521
1072.4564,1072.4564,1072.4564
1048.4612,1048.4612,1048.4612
1058.8546,1058.8546,1058.8546
1081.9457,1081.9457,1081.9457
1208.7854,1208.7854,1208.7854
1312.9232,1312.9232,1312.9232
1372.6917,1372.6917,1372.6917
1411.1321,1411.1321,1411.1321
1423.7466,1423.7466,1423.7466
1452.7172,1452.7172,1452.7172
1445.2065,1445.2065,1445.2065
1435.2224,1435.2224,1435.2224
1416.754,1416.754,1416.754
1400.1534,1400.1534,1400.1534
1387.2239,1387.2239,1387.2239
1385.4878,1385.4878,1385.4878
1572.2971,1572.2971,1572.2971
1680.0154,1680.0154,1680.0154
1664.67,1664.67,1664.67
1617.1931,1617.1931,1617.1931
1530.1445,1530.1445,1530.1445
1419.4827,1419.4827,1419.4827
1274.6417,1274.6417,1274.6417
1168.7906,1168.7906,1168.7906
1102.7316,1102.7316,1102.7316
1063.2346,1063.2346,1063.2346
1074.8429,1074.8429,1074.8429
1098.9257,1098.9257,1098.9257
1211.3428,1211.3428,1211.3428
1318.3392,1318.3392,1318.3392
1369.4532,1369.4532,1369.4532
1405.3058,1405.3058,1405.3058
1424.3302,1424.3302,1424.3302
1433.4326,1433.4326,1433.4326
1432.7838,1432.7838,1432.7838
1423.4004,1423.4004,1423.4004
1410.4983,1410.4983,1410.4983
1397.3148,1397.3148,1397.3148
1386.4321,1386.4321,1386.4321
1397.3195,1397.3195,1397.3195
1610.3568,1610.3568,1610.3568
1713.7339,1713.7339,1713.7339
1702.2812,1702.2812,1702.2812
1636.0598,1636.0598,1636.0598
1533.9426,1533.9426,1533.9426
1415.2286,1415.2286,1415.2286
1224.0767,1224.0767,1224.0767
1098.1136,1098.1136,1098.1136
1047.1437,1047.1437,1047.1437
1014.6227,1014.6227,1014.6227
1003.23083,1003.23083,1003.23083
1000.2166,1000.2166,1000.2166
1003.1909,1003.1909,1003.1909
1004.44794,1004.44794,1004.44794
1027.5845,1027.5845,1027.5845
1100.0907,1100.0907,1100.0907
1171.399,1171.399,1171.399
1213.2336,1213.2336,1213.2336
1221.2323,1221.2323,1221.2323
1214.4867,1214.4867,1214.4867
1204.0062,1204.0062,1204.0062
1181.8512,1181.8512,1181.8512
1180.093,1180.093,1180.093
1204.0055,1204.0055,1204.0055
1398.0677,1398.0677,1398.0677
1502.7108,1502.7108,1502.7108
1496.7657,1496.7657,1496.7657
1481.5331,1481.5331,1481.5331
1465.5529,1465.5529,1465.5529
1395.0195,1395.0195,1395.0195
1270.5083,1270.5083,1270.5083
1125.7582,1125.7582,1125.7582
1045.452,1045.452,1045.452
1048.9854,1048.9854,1048.9854
1051.3022,1051.3022,1051.3022
1070.0527,1070.0527,1070.0527
1166.1141,1166.1141,1166.1141
1303.4155,1303.4155,1303.4155
1377.8739,1377.8739,1377.8739
1401.844,1401.844,1401.844
1423.3943,1423.3943,1423.3943
1443.2695,1443.2695,1443.2695
1439.1815,1439.1815,1439.1815
1424.0593,1424.0593,1424.0593
1398.1495,1398.1495,1398.1495
1386.9363,1386.9363,1386.9363
1383.3586,1383.3586,1383.3586
1391.5131,1391.5131,1391.5131
1586.2676,1586.2676,1586.2676
1666.2662,1666.2662,1666.2662
1657.4467,1657.4467,1657.4467
1612.4014,1612.4014,1612.4014
1526.6339,1526.6339,1526.6339
1409.44,1409.44,1409.44
1229.8778,1229.8778,1229.8778
1126.6346,1126.6346,1126.6346
1075.2808,1075.2808,1075.2808
1049.6924,1049.6924,1049.6924
1062.6157,1062.6157,1062.6157
1086.9955,1086.9955,1086.9955
1201.2529,1201.2529,1201.2529
1301.7339,1301.7339,1301.7339
1374.685,1374.685,1374.685
1414.8234,1414.8234,1414.8234
1432.4083,1432.4083,1432.4083
1452.6804,1452.6804,1452.6804
1447.6324,1447.6324,1447.6324
1425.3075,1425.3075,1425.3075
1405.8347,1405.8347,1405.8347
1391.6232,1391.6232,1391.6232
1382.4259,1382.4259,1382.4259
1381.0251,1381.0251,1381.0251
1619.4216,1619.4216,1619.4216
1690.9042,1690.9042,1690.9042
1670.3528,1670.3528,1670.3528
1623.5323,1623.5323,1623.5323
1533.7186,1533.7186,1533.7186
1418.0879,1418.0879,1418.0879
1263.1383,1263.1383,1263.1383
1153.5153,1153.5153,1153.5153
1080.3829,1080.3829,1080.3829
1061.8402,1061.8402,1061.8402
1070.1943,1070.1943,1070.1943
1104.9005,1104.9005,1104.9005
1208.6376,1208.6376,1208.6376
1324.1313,1324.1313,1324.1313
1385.6614,1385.6614,1385.6614
1423.7665,1423.7665,1423.7665
1435.7731,1435.7731,1435.7731
1453.2938,1453.2938,1453.2938
1447.4354,1447.4354,1447.4354
1430.0258,1430.0258,1430.0258
1422.949,1422.949,1422.949
1400.0061,1400.0061,1400.0061
1391.1287,1391.1287,1391.1287
1403.3516,1403.3516,1403.3516
1631.677,1631.677,1631.677
1705.7368,1705.7368,1705.7368
1691.9683,1691.9683,1691.9683
1634.9457,1634.9457,1634.9457
1541.4214,1541.4214,1541.4214
1443.6941,1443.6941,1443.6941
1320.7716,1320.7716,1320.7716
1197.0167,1197.0167,1197.0167
1125.739,1125.739,1125.739
1094.072,1094.072,1094.072
1108.3169,1108.3169,1108.3169
1137.0012,1137.0012,1137.0012
1248.3257,1248.3257,1248.3257
1382.1423,1382.1423,1382.1423
1433.9897,1433.9897,1433.9897
1473.178,1473.178,1473.178
1477.624,1477.624,1477.624
1502.1052,1502.1052,1502.1052
1472.198,1472.198,1472.198
