Ano_0,Ano_1,Ano_2
1893.8024,1893.8024,1893.8024
1933.1134,1933.1134,1933.1134
1948.209,1948.209,1948.209
1944.8828,1944.8828,1944.8828
1907.6381,1907.6381,1907.6381
1816.6984,1816.6984,1816.6984
1801.604,1801.604,1801.604
1808.2546,1808.2546,1808.2546
1818.9806,1818.9806,1818.9806
2036.3352,2036.3352,2036.3352
2124.5667,2124.5667,2124.5667
2188.5183,2188.5183,2188.5183
2197.129,2197.129,2197.129
2102.6208,2102.6208,2102.6208
1924.4597,1924.4597,1924.4597
1637.9725,1637.9725,1637.9725
1438.254,1438.254,1438.254
1322.2423,1322.2423,1322.2423
1290.6884,1290.6884,1290.6884
1273.6749,1273.6749,1273.6749
1301.4067,1301.4067,1301.4067
1420.4506,1420.4506,1420.4506
1625.6066,1625.6066,1625.6066
1726.3623,1726.3623,1726.3623
1886.6879,1886.6879,1886.6879
1909.0037,1909.0037,1909.0037
1922.7987,1922.7987,1922.7987
1924.0605,1924.0605,1924.0605
1905.0941,1905.0941,1905.0941
1790.2211,1790.2211,1790.2211
1761.3423,1761.3423,1761.3423
1746.766,1746.766,1746.766
1747.676,1747.676,1747.676
1962.3519,1962.3519,1962.3519
2020.8541,2020.8541,2020.8541
2048.1606,2048.1606,2048.1606
2043.5721,2043.5721,2043.5721
2016.3993,2016.3993,2016.3993
1847.9089,1847.9089,1847.9089
1596.5778,1596.5778,1596.5778
1400.666,1400.666,1400.666
1296.1238,1296.1238,1296.1238
1264.8441,1264.8441,1264.8441
1248.7643,1248.7643,1248.7643
1265.8147,1265.8147,1265.8147
1409.9062,1409.9062,1409.9062
1592.9064,1592.9064,1592.9064
1721.6343,1721.6343,1721.6343
1850.7961,1850.7961,1850.7961
1887.3496,1887.3496,1887.3496
1904.3276,1904.3276,1904.3276
1900.7471,1900.7471,1900.7471
1885.5082,1885.5082,1885.5082
1726.9524,1726.9524,1726.9524
1703.9319,1703.9319,1703.9319
1669.8993,1669.8993,1669.8993
1705.7449,1705.7449,1705.7449
1887.3047,1887.3047,1887.3047
1960.6667,1960.6667,1960.6667
2014.546,2014.546,2014.546
2010.6089,2010.6089,2010.6089
1948.8547,1948.8547,1948.8547
1781.9109,1781.9109,1781.9109
1575.0918,1575.0918,1575.0918
1377.723,1377.723,1377.723
1284.403,1284.403,1284.403
1243.9226,1243.9226,1243.9226
1230.0186,1230.0186,1230.0186
1225.4359,1225.4359,1225.4359
1331.5853,1331.5853,1331.5853
1511.3411,1511.3411,1511.3411
1602.0183,1602.0183,1602.0183
1712.0072,1712.0072,1712.0072
1770.184,1770.184,1770.184
1785.196,1785.196,1785.196
1777.505,1777.505,1777.505
1758.3446,1758.3446,1758.3446
1666.983,1666.983,1666.983
1647.501,1647.501,1647.501
1638.2852,1638.2852,1638.2852
1706.8705,1706.8705,1706.8705
1934.5817,1934.5817,1934.5817
2002.2454,2002.2454,2002.2454
2023.6744,2023.6744,2023.6744
1984.3097,1984.3097,1984.3097
1903.4204,1903.4204,1903.4204
1764.603,1764.603,1764.603
1575.5574,1575.5574,1575.5574
1373.7374,1373.7374,1373.7374
1260.7677,1260.7677,1260.7677
1214.0238,1214.0238,1214.0238
1194.0468,1194.0468,1194.0468
1196.8481,1196.8481,1196.8481
1249.527,1249.527,1249.527
1306.5586,1306.5586,1306.5586
1378.501,1378.501,1378.501
1514.0251,1514.0251,1514.0251
1574.8453,1574.8453,1574.8453
1600.2307,1600.2307,1600.2307
1609.2454,1609.2454,1609.2454
1604.9585,1604.9585,1604.9585
1495.358,1495.358,1495.358
1487.3326,1487.3326,1487.3326
1482.2802,1482.2802,1482.2802
1548.5109,1548.5109,1548.5109
1843.8221,1843.8221,1843.8221
1917.6268,1917.6268,1917.6268
1909.4235,1909.4235,1909.4235
1853.7775,1853.7775,1853.7775
1775.8772,1775.8772,1775.8772
1661.0298,1661.0298,1661.0298
1498.7815,1498.7815,1498.7815
1318.4357,1318.4357,1318.4357
1229.6407,1229.6407,1229.6407
1187.3335,1187.3335,1187.3335
1178.1708,1178.1708,1178.1708
1200.4452,1200.4452,1200.4452
1311.8507,1311.8507,1311.8507
1464.9829,1464.9829,1464.9829
1557.1328,1557.1328,1557.1328
1638.7389,1638.7389,1638.7389
1716.0944,1716.0944,1716.0944
1732.7444,1732.7444,1732.7444
1739.0247,1739.0247,1739.0247
1742.2101,1742.2101,1742.2101
1748.8383,1748.8383,1748.8383
1731.422,1731.422,1731.422
1722.9796,1722.9796,1722.9796
1798.2589,1798.2589,1798.2589
2021.0753,2021.0753,2021.0753
2105.6106,2105.6106,2105.6106
2095.5193,2095.5193,2095.5193
2085.163,2085.163,2085.163
1964.9261,1964.9261,1964.9261
1804.0073,1804.0073,1804.0073
1565.038,1565.038,1565.038
1362.0823,1362.0823,1362.0823
1264.821,1264.821,1264.821
1235.2384,1235.2384,1235.2384
1223.4337,1223.4337,1223.4337
1257.421,1257.421,1257.421
1408.9558,1408.9558,1408.9558
1595.2483,1595.2483,1595.2483
1709.2589,1709.2589,1709.2589
1825.1445,1825.1445,1825.1445
1831.5435,1831.5435,1831.5435
1839.7627,1839.7627,1839.7627
1807.6044,1807.6044,1807.6044
1807.8319,1807.8319,1807.8319
1811.0323,1811.0323,1811.0323
1753.4941,1753.4941,1753.4941
1767.1398,1767.1398,1767.1398
1812.1614,1812.1614,1812.1614
2031.1587,2031.1587,2031.1587
2114.959,2114.959,2114.959
2114.7954,2114.7954,2114.7954
2106.5474,2106.5474,2106.5474
1941.1595,1941.1595,1941.1595
1783.4623,1783.4623,1783.4623
1565.536,1565.536,1565.536
1371.7339,1371.7339,1371.7339
1267.648,1267.648,1267.648
1229.115,1229.115,1229.115
1222.1812,1222.1812,1222.1812
1244.4268,1244.4268,1244.4268
1364.7069,1364.7069,1364.7069
1552.248,1552.248,1552.248
1655.3579,1655.3579,1655.3579
1749.0337,1749.0337,1749.0337
1793.4937,1793.4937,1793.4937
1795.7585,1795.7585,1795.7585
1796.0726,1796.0726,1796.0726
1797.9772,1797.9772,1797.9772
1807.9706,1807.9706,1807.9706
1798.2766,1798.2766,1798.2766
1815.6409,1815.6409,1815.6409
1876.0253,1876.0253,1876.0253
2100.7214,2100.7214,2100.7214
2161.1587,2161.1587,2161.1587
2148.7358,2148.7358,2148.7358
2124.495,2124.495,2124.495
1991.6184,1991.6184,1991.6184
1809.873,1809.873,1809.873
1576.3429,1576.3429,1576.3429
1375.2223,1375.2223,1375.2223
1272.555,1272.555,1272.555
1245.2134,1245.2134,1245.2134
1236.2136,1236.2136,1236.2136
1263.6531,1263.6531,1263.6531
1386.9542,1386.9542,1386.9542
1592.4751,1592.4751,1592.4751
1707.3429,1707.3429,1707.3429
1859.0559,1859.0559,1859.0559
1862.7158,1862.7158,1862.7158
1869.267,1869.267,1869.267
1834.4673,1834.4673,1834.4673
1809.1079,1809.1079,1809.1079
1812.6486,1812.6486,1812.6486
1775.7642,1775.7642,1775.7642
1776.1208,1776.1208,1776.1208
1811.1455,1811.1455,1811.1455
2013.2012,2013.2012,2013.2012
2079.775,2079.775,2079.775
2067.4348,2067.4348,2067.4348
2055.8445,2055.8445,2055.8445
1926.0223,1926.0223,1926.0223
1798.9713,1798.9713,1798.9713
1595.6742,1595.6742,1595.6742
1406.935,1406.935,1406.935
1298.7057,1298.7057,1298.7057
1252.0471,1252.0471,1252.0471
1242.7917,1242.7917,1242.7917
1245.0011,1245.0011,1245.0011
1296.862,1296.862,1296.862
1370.0098,1370.0098,1370.0098
1439.4937,1439.4937,1439.4937
1615.1609,1615.1609,1615.1609
1687.6285,1687.6285,1687.6285
1704.5094,1704.5094,1704.5094
1702.6135,1702.6135,1702.6135
1693.443,1693.443,1693.443
1678.0629,1678.0629,1678.0629
1604.5941,1604.5941,1604.5941
1568.0985,1568.0985,1568.0985
1621.7798,1621.7798,1621.7798
1861.345,1861.345,1861.345
1946.3549,1946.3549,1946.3549
1935.1313,1935.1313,1935.1313
1887.8506,1887.8506,1887.8506
1789.9692,1789.9692,1789.9692
1693.994,1693.994,1693.994
1511.6549,1511.6549,1511.6549
1345.0262,1345.0262,1345.0262
1241.7433,1241.7433,1241.7433
1176.1445,1176.1445,1176.1445
1158.9814,1158.9814,1158.9814
1147.6088,1147.6088,1147.6088
1159.7805,1159.7805,1159.7805
1174.191,1174.191,1174.191
1203.6907,1203.6907,1203.6907
1326.4462,1326.4462,1326.4462
1416.0588,1416.0588,1416.0588
1469.3528,1469.3528,1469.3528
1483.3927,1483.3927,1483.3927
1486.2622,1486.2622,1486.2622
1484.5397,1484.5397,1484.5397
1458.3127,1458.3127,1458.3127
1438.0079,1438.0079,1438.0079
1478.5465,1478.5465,1478.5465
1732.7858,1732.7858,1732.7858
1843.2993,1843.2993,1843.2993
1849.9402,1849.9402,1849.9402
1834.1317,1834.1317,1834.1317
1751.009,1751.009,1751.009
1633.9948,1633.9948,1633.9948
1414.6705,1414.6705,1414.6705
1275.36,1275.36,1275.36
1201.3679,1201.3679,1201.3679
1137.1031,1137.1031,1137.1031
1154.7515,1154.7515,1154.7515
1179.0955,1179.0955,1179.0955
1280.1738,1280.1738,1280.1738
1418.6804,1418.6804,1418.6804
1541.7935,1541.7935,1541.7935
1621.6117,1621.6117,1621.6117
1685.1444,1685.1444,1685.1444
1699.1963,1699.1963,1699.1963
1703.2562,1703.2562,1703.2562
1699.9269,1699.9269,1699.9269
1689.8995,1689.8995,1689.8995
1597.0171,1597.0171,1597.0171
1571.4974,1571.4974,1571.4974
1643.4263,1643.4263,1643.4263
1824.4628,1824.4628,1824.4628
1956.8473,1956.8473,1956.8473
1979.0591,1979.0591,1979.0591
1995.5089,1995.5089,1995.5089
1920.3359,1920.3359,1920.3359
1741.7299,1741.7299,1741.7299
1616.512,1616.512,1616.512
1429.5548,1429.5548,1429.5548
1314.6455,1314.6455,1314.6455
1287.8142,1287.8142,1287.8142
1282.0234,1282.0234,1282.0234
1299.1716,1299.1716,1299.1716
1434.6908,1434.6908,1434.6908
1632.633,1632.633,1632.633
1740.2015,1740.2015,1740.2015
1898.6315,1898.6315,1898.6315
1943.4329,1943.4329,1943.4329
1958.0032,1958.0032,1958.0032
1950.7616,1950.7616,1950.7616
1927.7891,1927.7891,1927.7891
1876.3536,1876.3536,1876.3536
1820.6849,1820.6849,1820.6849
1830.3734,1830.3734,1830.3734
1880.5762,1880.5762,1880.5762
2115.9023,2115.9023,2115.9023
2206.8052,2206.8052,2206.8052
2209.7097,2209.7097,2209.7097
2230.3162,2230.3162,2230.3162
2110.324,2110.324,2110.324
1932.0789,1932.0789,1932.0789
1641.222,1641.222,1641.222
1474.1763,1474.1763,1474.1763
1357.4337,1357.4337,1357.4337
1310.7095,1310.7095,1310.7095
1301.4717,1301.4717,1301.4717
1322.7961,1322.7961,1322.7961
1474.4756,1474.4756,1474.4756
1699.3499,1699.3499,1699.3499
1812.9154,1812.9154,1812.9154
1951.8602,1951.8602,1951.8602
2011.587,2011.587,2011.587
2019.6664,2019.6664,2019.6664
1998.1738,1998.1738,1998.1738
1961.877,1961.877,1961.877
1905.5494,1905.5494,1905.5494
1834.1005,1834.1005,1834.1005
1830.853,1830.853,1830.853
1856.2338,1856.2338,1856.2338
2062.8086,2062.8086,2062.8086
2148.5083,2148.5083,2148.5083
2135.9277,2135.9277,2135.9277
2131.8967,2131.8967,2131.8967
2016.0062,2016.0062,2016.0062
1850.981,1850.981,1850.981
1620.5983,1620.5983,1620.5983
1433.5535,1433.5535,1433.5535
1334.9268,1334.9268,1334.9268
1272.8513,1272.8513,1272.8513
1244.4757,1244.4757,1244.4757
1241.9054,1241.9054,1241.9054
1291.5146,1291.5146,1291.5146
1360.1241,1360.1241,1360.1241
1498.1024,1498.1024,1498.1024
1638.2504,1638.2504,1638.2504
1724.606,1724.606,1724.606
1759.428,1759.428,1759.428
1744.8618,1744.8618,1744.8618
1728.3615,1728.3615,1728.3615
1705.3027,1705.3027,1705.3027
1658.5358,1658.5358,1658.5358
1659.9982,1659.9982,1659.9982
1728.7688,1728.7688,1728.7688
1921.654,1921.654,1921.654
1971.6532,1971.6532,1971.6532
1978.3224,1978.3224,1978.3224
1931.1163,1931.1163,1931.1163
1814.9457,1814.9457,1814.9457
1712.004,1712.004,1712.004
1513.4801,1513.4801,1513.4801
1342.9512,1342.9512,1342.9512
1243.7644,1243.7644,1243.7644
1184.0623,1184.0623,1184.0623
1157.9663,1157.9663,1157.9663
1143.8506,1143.8506,1143.8506
1142.2559,1142.2559,1142.2559
1159.853,1159.853,1159.853
1177.3824,1177.3824,1177.3824
1312.8352,1312.8352,1312.8352
1452.8943,1452.8943,1452.8943
1471.0549,1471.0549,1471.0549
1488.0126,1488.0126,1488.0126
1496.06,1496.06,1496.06
1505.8071,1505.8071,1505.8071
1462.7958,1462.7958,1462.7958
1474.753,1474.753,1474.753
1530.9392,1530.9392,1530.9392
1738.1448,1738.1448,1738.1448
1859.5073,1859.5073,1859.5073
1871.3727,1871.3727,1871.3727
1860.4972,1860.4972,1860.4972
1759.3273,1759.3273,1759.3273
1662.9243,1662.9243,1662.9243
1444.4894,1444.4894,1444.4894
1296.2384,1296.2384,1296.2384
1213.3241,1213.3241,1213.3241
1172.1885,1172.1885,1172.1885
1178.3658,1178.3658,1178.3658
1239.7661,1239.7661,1239.7661
1354.2657,1354.2657,1354.2657
1539.5889,1539.5889,1539.5889
1635.8529,1635.8529,1635.8529
1789.8014,1789.8014,1789.8014
1845.8414,1845.8414,1845.8414
1865.5886,1865.5886,1865.5886
1855.5541,1855.5541,1855.5541
1844.9232,1844.9232,1844.9232
1801.4923,1801.4923,1801.4923
1644.4143,1644.4143,1644.4143
1610.1765,1610.1765,1610.1765
1644.9095,1644.9095,1644.9095
1864.0615,1864.0615,1864.0615
1980.5508,1980.5508,1980.5508
1974.1746,1974.1746,1974.1746
1972.2731,1972.2731,1972.2731
1942.6001,1942.6001,1942.6001
1752.6996,1752.6996,1752.6996
1555.0267,1555.0267,1555.0267
1363.5095,1363.5095,1363.5095
1267.5468,1267.5468,1267.5468
1232.4556,1232.4556,1232.4556
1221.0496,1221.0496,1221.0496
1262.2593,1262.2593,1262.2593
1388.4791,1388.4791,1388.4791
1571.0414,1571.0414,1571.0414
1655.7217,1655.7217,1655.7217
1730.1525,1730.1525,1730.1525
1781.7299,1781.7299,1781.7299
1780.5448,1780.5448,1780.5448
1761.7986,1761.7986,1761.7986
1736.2041,1736.2041,1736.2041
1700.4894,1700.4894,1700.4894
1565.2523,1565.2523,1565.2523
1546.5875,1546.5875,1546.5875
1556.3002,1556.3002,1556.3002
1789.764,1789.764,1789.764
1901.8893,1901.8893,1901.8893
1903.1228,1903.1228,1903.1228
1891.3251,1891.3251,1891.3251
1790.9783,1790.9783,1790.9783
1657.5159,1657.5159,1657.5159
1475.5033,1475.5033,1475.5033
1276.5171,1276.5171,1276.5171
1175.715,1175.715,1175.715
1141.06,1141.06,1141.06
1153.4922,1153.4922,1153.4922
1198.4524,1198.4524,1198.4524
1322.3141,1322.3141,1322.3141
1492.3286,1492.3286,1492.3286
1578.8168,1578.8168,1578.8168
1656.2067,1656.2067,1656.2067
1712.0367,1712.0367,1712.0367
1701.4606,1701.4606,1701.4606
1685.0114,1685.0114,1685.0114
1651.4058,1651.4058,1651.4058
1621.3872,1621.3872,1621.3872
1569.9891,1569.9891,1569.9891
1585.2704,1585.2704,1585.2704
1672.7972,1672.7972,1672.7972
1867.599,1867.599,1867.599
1996.1702,1996.1702,1996.1702
1980.2755,1980.2755,1980.2755
1979.48,1979.48,1979.48
1955.1987,1955.1987,1955.1987
1773.2015,1773.2015,1773.2015
1495.8441,1495.8441,1495.8441
1324.313,1324.313,1324.313
1231.9597,1231.9597,1231.9597
1191.7325,1191.7325,1191.7325
1188.1064,1188.1064,1188.1064
1227.9125,1227.9125,1227.9125
1363.7146,1363.7146,1363.7146
1533.9833,1533.9833,1533.9833
1611.8726,1611.8726,1611.8726
1694.4626,1694.4626,1694.4626
1734.3898,1734.3898,1734.3898
1736.5642,1736.5642,1736.5642
1723.0775,1723.0775,1723.0775
1686.0005,1686.0005,1686.0005
1547.1062,1547.1062,1547.1062
1508.9319,1508.9319,1508.9319
1480.709,1480.709,1480.709
1489.6862,1489.6862,1489.6862
1698.9235,1698.9235,1698.9235
1782.4308,1782.4308,1782.4308
1794.7046,1794.7046,1794.7046
1737.8396,1737.8396,1737.8396
1697.5948,1697.5948,1697.5948
1588.7427,1588.7427,1588.7427
1405.5916,1405.5916,1405.5916
1259.3561,1259.3561,1259.3561
1199.7217,1199.7217,1199.7217
1166.3239,1166.3239,1166.3239
1174.1831,1174.1831,1174.1831
1213.6897,1213.6897,1213.6897
1325.7534,1325.7534,1325.7534
1487.3273,1487.3273,1487.3273
1572.6235,1572.6235,1572.6235
1632.9806,1632.9806,1632.9806
1732.3618,1732.3618,1732.3618
1710.6951,1710.6951,1710.6951
1717.1512,1717.1512,1717.1512
1715.3156,1715.3156,1715.3156
1655.7863,1655.7863,1655.7863
1651.0663,1651.0663,1651.0663
1676.0913,1676.0913,1676.0913
1739.1702,1739.1702,1739.1702
1926.0244,1926.0244,1926.0244
2049.7034,2049.7034,2049.7034
2063.458,2063.458,2063.458
2029.61,2029.61,2029.61
1931.6199,1931.6199,1931.6199
1769.6451,1769.6451,1769.6451
1543.5573,1543.5573,1543.5573
1357.6649,1357.6649,1357.6649
1261.1482,1261.1482,1261.1482
1226.3993,1226.3993,1226.3993
1211.92,1211.92,1211.92
1247.3033,1247.3033,1247.3033
1368.8708,1368.8708,1368.8708
1542.0077,1542.0077,1542.0077
1616.1014,1616.1014,1616.1014
1687.6188,1687.6188,1687.6188
1737.4946,1737.4946,1737.4946
1731.385,1731.385,1731.385
1729.2971,1729.2971,1729.2971
1726.8601,1726.8601,1726.8601
1725.5068,1725.5068,1725.5068
1742.3253,1742.3253,1742.3253
1747.6902,1747.6902,1747.6902
1782.1677,1782.1677,1782.1677
1949.1829,1949.1829,1949.1829
2062.5115,2062.5115,2062.5115
2074.8694,2074.8694,2074.8694
2043.3707,2043.3707,2043.3707
1897.3396,1897.3396,1897.3396
1748.9021,1748.9021,1748.9021
1524.9397,1524.9397,1524.9397
1342.9271,1342.9271,1342.9271
1246.5906,1246.5906,1246.5906
1206.9398,1206.9398,1206.9398
1196.5363,1196.5363,1196.5363
1227.572,1227.572,1227.572
1344.8641,1344.8641,1344.8641
1514.4216,1514.4216,1514.4216
1620.0825,1620.0825,1620.0825
1714.4648,1714.4648,1714.4648
1762.3972,1762.3972,1762.3972
1759.4077,1759.4077,1759.4077
1760.2738,1760.2738,1760.2738
1766.581,1766.581,1766.581
1767.7269,1767.7269,1767.7269
1790.455,1790.455,1790.455
1800.803,1800.803,1800.803
1821.6617,1821.6617,1821.6617
1973.8594,1973.8594,1973.8594
2070.2346,2070.2346,2070.2346
2060.6482,2060.6482,2060.6482
2004.0247,2004.0247,2004.0247
1838.1807,1838.1807,1838.1807
1717.1907,1717.1907,1717.1907
1533.616,1533.616,1533.616
1355.6749,1355.6749,1355.6749
1254.5203,1254.5203,1254.5203
1209.909,1209.909,1209.909
1189.4086,1189.4086,1189.4086
1195.0574,1195.0574,1195.0574
1247.8221,1247.8221,1247.8221
1300.1542,1300.1542,1300.1542
1383.1473,1383.1473,1383.1473
1540.0457,1540.0457,1540.0457
1616.9026,1616.9026,1616.9026
1624.8253,1624.8253,1624.8253
1626.273,1626.273,1626.273
1624.6293,1624.6293,1624.6293
1599.0303,1599.0303,1599.0303
1571.2712,1571.2712,1571.2712
1545.567,1545.567,1545.567
1527.3628,1527.3628,1527.3628
1768.7719,1768.7719,1768.7719
1896.9473,1896.9473,1896.9473
1896.9254,1896.9254,1896.9254
1847.3088,1847.3088,1847.3088
1763.8893,1763.8893,1763.8893
1671.1451,1671.1451,1671.1451
1487.2028,1487.2028,1487.2028
1334.4146,1334.4146,1334.4146
1249.567,1249.567,1249.567
1189.7017,1189.7017,1189.7017
1165.7064,1165.7064,1165.7064
1153.2445,1153.2445,1153.2445
1153.0087,1153.0087,1153.0087
1161.9319,1161.9319,1161.9319
1205.1324,1205.1324,1205.1324
1331.5554,1331.5554,1331.5554
1427.9017,1427.9017,1427.9017
1474.6125,1474.6125,1474.6125
1477.8215,1477.8215,1477.8215
1473.2908,1473.2908,1473.2908
1359.0201,1359.0201,1359.0201
1331.3446,1331.3446,1331.3446
1326.2743,1326.2743,1326.2743
1336.0875,1336.0875,1336.0875
1532.3757,1532.3757,1532.3757
1691.9806,1691.9806,1691.9806
1758.8748,1758.8748,1758.8748
1752.797,1752.797,1752.797
1685.7242,1685.7242,1685.7242
1591.4474,1591.4474,1591.4474
1390.3062,1390.3062,1390.3062
1257.8457,1257.8457,1257.8457
1194.0137,1194.0137,1194.0137
1149.13,1149.13,1149.13
1167.2999,1167.2999,1167.2999
1190.3636,1190.3636,1190.3636
1334.1825,1334.1825,1334.1825
1513.7926,1513.7926,1513.7926
1609.2926,1609.2926,1609.2926
1746.2437,1746.2437,1746.2437
1760.2361,1760.2361,1760.2361
1761.6726,1761.6726,1761.6726
1751.4111,1751.4111,1751.4111
1743.6881,1743.6881,1743.6881
1699.0251,1699.0251,1699.0251
1713.0585,1713.0585,1713.0585
1743.0027,1743.0027,1743.0027
1783.6772,1783.6772,1783.6772
1958.0287,1958.0287,1958.0287
2092.102,2092.102,2092.102
2111.3186,2111.3186,2111.3186
2082.5315,2082.5315,2082.5315
1980.7231,1980.7231,1980.7231
1794.3594,1794.3594,1794.3594
1424.3834,1424.3834,1424.3834
1261.692,1261.692,1261.692
1184.5706,1184.5706,1184.5706
1145.0017,1145.0017,1145.0017
1149.01,1149.01,1149.01
1175.617,1175.617,1175.617
1289.9172,1289.9172,1289.9172
1437.8114,1437.8114,1437.8114
1517.7926,1517.7926,1517.7926
1565.4065,1565.4065,1565.4065
1607.6974,1607.6974,1607.6974
1633.6595,1633.6595,1633.6595
1640.7474,1640.7474,1640.7474
1647.7266,1647.7266,1647.7266
1626.5048,1626.5048,1626.5048
1622.5343,1622.5343,1622.5343
1629.0962,1629.0962,1629.0962
1665.3544,1665.3544,1665.3544
1844.7168,1844.7168,1844.7168
1988.6533,1988.6533,1988.6533
1990.2761,1990.2761,1990.2761
1939.8334,1939.8334,1939.8334
1807.196,1807.196,1807.196
1664.7301,1664.7301,1664.7301
1441.4646,1441.4646,1441.4646
1285.4608,1285.4608,1285.4608
1206.8611,1206.8611,1206.8611
1168.3729,1168.3729,1168.3729
1160.6747,1160.6747,1160.6747
1191.2297,1191.2297,1191.2297
1309.5305,1309.5305,1309.5305
1468.8684,1468.8684,1468.8684
1538.8662,1538.8662,1538.8662
1606.1628,1606.1628,1606.1628
1668.1339,1668.1339,1668.1339
1688.4348,1688.4348,1688.4348
1685.2878,1685.2878,1685.2878
1692.563,1692.563,1692.563
1679.2885,1679.2885,1679.2885
1690.3698,1690.3698,1690.3698
1698.6038,1698.6038,1698.6038
1724.7676,1724.7676,1724.7676
1898.2715,1898.2715,1898.2715
2028.4978,2028.4978,2028.4978
2019.5665,2019.5665,2019.5665
1967.4288,1967.4288,1967.4288
1797.2867,1797.2867,1797.2867
1680.4934,1680.4934,1680.4934
1478.5999,1478.5999,1478.5999
1318.0446,1318.0446,1318.0446
1221.5774,1221.5774,1221.5774
1174.8689,1174.8689,1174.8689
1150.1759,1150.1759,1150.1759
1156.6744,1156.6744,1156.6744
1209.7385,1209.7385,1209.7385
1249.6731,1249.6731,1249.6731
1331.5085,1331.5085,1331.5085
1432.1904,1432.1904,1432.1904
1511.3121,1511.3121,1511.3121
1550.5001,1550.5001,1550.5001
1552.0037,1552.0037,1552.0037
1547.7302,1547.7302,1547.7302
1505.7622,1505.7622,1505.7622
1492.3406,1492.3406,1492.3406
1488.6334,1488.6334,1488.6334
1495.2501,1495.2501,1495.2501
1731.5011,1731.5011,1731.5011
1873.7174,1873.7174,1873.7174
1877.8145,1877.8145,1877.8145
1833.6259,1833.6259,1833.6259
1768.0045,1768.0045,1768.0045
1673.2283,1673.2283,1673.2283
1482.8951,1482.8951,1482.8951
1329.2612,1329.2612,1329.2612
1237.1796,1237.1796,1237.1796
1176.8762,1176.8762,1176.8762
1155.3425,1155.3425,1155.3425
1149.8884,1149.8884,1149.8884
1153.3632,1153.3632,1153.3632
1159.4573,1159.4573,1159.4573
1213.2467,1213.2467,1213.2467
1331.8163,1331.8163,1331.8163
1407.3638,1407.3638,1407.3638
1442.6984,1442.6984,1442.6984
1450.4259,1450.4259,1450.4259
1414.7914,1414.7914,1414.7914
1330.5675,1330.5675,1330.5675
1319.3296,1319.3296,1319.3296
1312.327,1312.327,1312.327
1325.1714,1325.1714,1325.1714
1504.3674,1504.3674,1504.3674
1686.8175,1686.8175,1686.8175
1731.0559,1731.0559,1731.0559
1715.7343,1715.7343,1715.7343
1649.1818,1649.1818,1649.1818
1549.3043,1549.3043,1549.3043
1367.4668,1367.4668,1367.4668
1243.0533,1243.0533,1243.0533
1186.5735,1186.5735,1186.5735
1133.3269,1133.3269,1133.3269
1143.1342,1143.1342,1143.1342
1153.4093,1153.4093,1153.4093
1268.3573,1268.3573,1268.3573
1376.7285,1376.7285,1376.7285
1466.5062,1466.5062,1466.5062
1552.2565,1552.2565,1552.2565
1599.0907,1599.0907,1599.0907
1600.9939,1600.9939,1600.9939
1584.9286,1584.9286,1584.9286
1573.4498,1573.4498,1573.4498
1513.5457,1513.5457,1513.5457
1502.1003,1502.1003,1502.1003
1496.5137,1496.5137,1496.5137
1517.2604,1517.2604,1517.2604
1675.509,1675.509,1675.509
1836.8435,1836.8435,1836.8435
1863.3896,1863.3896,1863.3896
1825.0776,1825.0776,1825.0776
1711.2957,1711.2957,1711.2957
1566.1877,1566.1877,1566.1877
1367.9803,1367.9803,1367.9803
1225.33,1225.33,1225.33
1157.0051,1157.0051,1157.0051
1103.797,1103.797,1103.797
1112.4867,1112.4867,1112.4867
1151.8108,1151.8108,1151.8108
1261.9142,1261.9142,1261.9142
1402.1907,1402.1907,1402.1907
1495.6102,1495.6102,1495.6102
1558.7886,1558.7886,1558.7886
1588.5231,1588.5231,1588.5231
1609.4963,1609.4963,1609.4963
1598.1499,1598.1499,1598.1499
1588.7819,1588.7819,1588.7819
1547.992,1547.992,1547.992
1538.095,1538.095,1538.095
1526.5735,1526.5735,1526.5735
1544.1343,1544.1343,1544.1343
1736.451,1736.451,1736.451
1898.4983,1898.4983,1898.4983
1961.8964,1961.8964,1961.8964
1940.6882,1940.6882,1940.6882
1829.7163,1829.7163,1829.7163
1681.377,1681.377,1681.377
1450.9552,1450.9552,1450.9552
1278.184,1278.184,1278.184
1204.2267,1204.2267,1204.2267
1165.5752,1165.5752,1165.5752
1162.334,1162.334,1162.334
1188.5944,1188.5944,1188.5944
1294.5911,1294.5911,1294.5911
1426.7711,1426.7711,1426.7711
1506.356,1506.356,1506.356
1575.3745,1575.3745,1575.3745
1616.5751,1616.5751,1616.5751
1631.5693,1631.5693,1631.5693
1635.2941,1635.2941,1635.2941
1632.5378,1632.5378,1632.5378
1588.4055,1588.4055,1588.4055
1583.4199,1583.4199,1583.4199
1619.3209,1619.3209,1619.3209
1645.783,1645.783,1645.783
1818.1577,1818.1577,1818.1577
1972.1145,1972.1145,1972.1145
1984.233,1984.233,1984.233
1982.2474,1982.2474,1982.2474
1866.2966,1866.2966,1866.2966
1700.1287,1700.1287,1700.1287
1361.5748,1361.5748,1361.5748
1235.9661,1235.9661,1235.9661
1171.902,1171.902,1171.902
1142.5968,1142.5968,1142.5968
1149.5653,1149.5653,1149.5653
1180.4132,1180.4132,1180.4132
1301.0012,1301.0012,1301.0012
1428.9714,1428.9714,1428.9714
1546.8883,1546.8883,1546.8883
1667.6685,1667.6685,1667.6685
